user_id,country,signup_date,plan_type,primary_device,age,gender,is_active
2570,CA,2021-02-15,Standard,Mobile,49,M,0
2571,CA,2018-02-16,Standard,Desktop,61,M,1
2572,JP,2019-09-24,Standard,Tablet,41,F,0
2573,UK,2018-06-30,Standard,Desktop,42,Other,1
2574,FR,2022-05-11,Basic,Mobile,20,Other,1
2575,US,2022-01-09,Premium,Tablet,20,F,1
2576,NL,2020-02-03,Standard,Smart TV,46,Other,1
2577,DE,2019-08-18,Standard,Smart TV,58,Other,1
2578,NL,2021-09-07,Standard,Smart TV,59,M,1
2579,KR,2019-02-15,Basic,Desktop,71,M,1
2580,KR,2021-07-16,Premium,Mobile,20,F,1
2581,US,2020-08-13,Premium,Mobile,24,M,1
2582,FR,2022-02-15,Standard,Tablet,69,M,0
2583,JP,2018-06-11,Premium,Desktop,56,M,1
2584,AU,2018-06-27,Basic,Tablet,80,M,1
2585,CA,2022-03-14,Standard,Desktop,70,M,1
2586,DE,2019-10-01,Standard,Desktop,70,M,0
2587,KR,2020-11-11,Premium,Desktop,78,Other,0
2588,DE,2018-01-01,Premium,Desktop,68,F,1
2589,KR,2021-10-06,Standard,Smart TV,18,Other,1
2590,IT,2020-02-03,Standard,Desktop,59,Other,0
2591,ES,2021-04-15,Basic,Mobile,51,Other,1
2592,FR,2018-12-03,Premium,Smart TV,16,Other,1
2593,JP,2019-01-05,Premium,Smart TV,79,F,1
2594,US,2019-08-09,Standard,Tablet,77,Other,0
2595,JP,2019-05-11,Premium,Desktop,38,M,1
2596,DE,2018-05-18,Basic,Tablet,24,M,1
2597,UK,2022-11-29,Premium,Desktop,64,M,0
2598,CA,2019-09-24,Standard,Desktop,47,M,1
2599,JP,2021-02-04,Basic,Tablet,74,Other,1
2600,AU,2022-02-25,Standard,Smart TV,49,F,1
2601,DE,2019-09-05,Basic,Mobile,40,F,1
2602,DE,2021-05-25,Standard,Mobile,18,Other,0
2603,KR,2022-11-25,Basic,Smart TV,80,F,0
2604,FR,2021-08-14,Standard,Mobile,68,F,1
2605,CA,2019-09-28,Standard,Tablet,28,M,1
2606,FR,2018-07-04,Standard,Mobile,80,Other,1
2607,US,2019-01-20,Basic,Tablet,63,M,1
2608,NL,2019-07-02,Standard,Mobile,60,M,1
2609,AU,2021-06-27,Premium,Tablet,37,Other,1
2610,CA,2018-09-01,Premium,Tablet,59,Other,0
2611,JP,2022-07-11,Basic,Tablet,25,M,1
2612,NL,2021-02-08,Standard,Tablet,30,F,1
2613,ES,2020-08-01,Premium,Smart TV,43,Other,1
2614,UK,2019-02-25,Premium,Smart TV,55,Other,0
2615,JP,2022-04-10,Basic,Mobile,23,M,1
2616,UK,2020-12-27,Standard,Desktop,40,F,1
2617,JP,2018-09-18,Basic,Tablet,36,M,1
2618,JP,2021-11-12,Standard,Desktop,46,M,0
2619,JP,2022-09-18,Premium,Mobile,38,M,1
2620,ES,2020-11-20,Basic,Desktop,40,F,1
2621,UK,2018-07-05,Standard,Desktop,27,M,1
2622,UK,2019-05-26,Standard,Tablet,62,M,1
2623,US,2022-10-05,Basic,Tablet,44,M,0
2624,US,2019-01-24,Standard,Tablet,17,F,1
2625,AU,2020-06-22,Basic,Mobile,22,Other,1
2626,NL,2022-12-24,Standard,Tablet,56,F,1
2627,NL,2020-07-24,Premium,Desktop,46,Other,1
2628,DE,2022-06-27,Standard,Tablet,31,Other,1
2629,IT,2022-02-28,Premium,Mobile,34,F,1
2630,JP,2021-06-11,Standard,Tablet,35,M,0
2631,DE,2020-05-03,Premium,Mobile,29,M,1
2632,UK,2020-05-08,Premium,Desktop,64,Other,1
2633,UK,2021-06-15,Basic,Mobile,32,M,1
2634,DE,2021-09-22,Basic,Mobile,67,Other,1
2635,NL,2018-10-17,Premium,Smart TV,35,Other,1
2636,KR,2018-06-21,Standard,Tablet,67,M,0
2637,NL,2021-08-24,Premium,Desktop,34,M,1
2638,FR,2020-12-19,Premium,Tablet,79,Other,0
2639,UK,2022-06-26,Premium,Mobile,17,F,1
2640,FR,2021-03-10,Basic,Tablet,79,M,1
2641,IT,2022-04-06,Premium,Desktop,22,Other,1
2642,IT,2019-02-17,Basic,Mobile,21,Other,1
2643,CA,2021-09-15,Standard,Tablet,79,Other,1
2644,DE,2018-09-21,Basic,Desktop,31,M,1
2645,ES,2021-06-03,Basic,Tablet,58,M,1
2646,US,2022-01-08,Standard,Mobile,34,Other,1
2647,NL,2020-11-22,Basic,Desktop,21,F,1
2648,US,2021-02-05,Basic,Smart TV,49,M,0
2649,ES,2020-05-07,Standard,Desktop,49,F,1
2650,NL,2022-07-06,Premium,Tablet,21,Other,1
2651,US,2021-04-01,Standard,Mobile,80,Other,1
2652,AU,2021-04-11,Standard,Desktop,66,Other,1
2653,FR,2019-06-16,Basic,Mobile,65,F,1
2654,ES,2021-07-08,Standard,Smart TV,44,Other,1
2655,CA,2021-02-18,Premium,Desktop,64,F,1
2656,JP,2020-05-21,Premium,Smart TV,25,M,1
2657,KR,2020-03-08,Basic,Desktop,32,M,1
2658,JP,2022-09-24,Basic,Mobile,28,Other,1
2659,FR,2022-11-13,Premium,Desktop,17,F,1
2660,JP,2020-09-14,Standard,Desktop,26,Other,1
2661,US,2021-06-14,Basic,Mobile,42,F,1
2662,DE,2018-09-06,Premium,Tablet,47,Other,0
2663,JP,2018-12-12,Standard,Tablet,25,Other,1
2664,UK,2021-12-27,Standard,Desktop,22,F,1
2665,DE,2019-04-23,Standard,Smart TV,46,Other,1
2666,UK,2020-01-05,Premium,Desktop,76,M,1
2667,US,2021-08-02,Premium,Tablet,44,M,1
2668,NL,2021-09-08,Standard,Mobile,48,Other,1
2669,AU,2022-04-04,Standard,Desktop,58,F,1
2670,KR,2021-11-11,Basic,Smart TV,63,Other,1
2671,AU,2021-09-18,Premium,Smart TV,36,Other,0
2672,AU,2018-12-04,Basic,Mobile,43,M,1
2673,ES,2019-05-18,Basic,Mobile,71,Other,1
2674,ES,2020-11-19,Standard,Tablet,70,F,1
2675,KR,2020-04-18,Standard,Mobile,67,F,1
2676,AU,2019-10-26,Basic,Desktop,50,Other,1
2677,JP,2019-07-29,Standard,Desktop,58,M,1
2678,FR,2018-06-12,Standard,Smart TV,26,F,1
2679,ES,2019-10-23,Premium,Tablet,36,Other,1
2680,JP,2021-12-04,Standard,Tablet,74,F,1
2681,KR,2018-06-28,Basic,Tablet,65,Other,1
2682,IT,2022-12-23,Standard,Desktop,57,M,1
2683,KR,2022-09-15,Basic,Desktop,70,F,1
2684,FR,2019-11-17,Standard,Desktop,61,F,1
2685,ES,2018-05-28,Premium,Desktop,55,M,1
2686,NL,2021-06-06,Standard,Desktop,46,Other,1
2687,US,2018-01-17,Premium,Smart TV,60,Other,1
2688,IT,2020-10-29,Basic,Mobile,66,M,1
2689,US,2022-09-11,Basic,Tablet,76,Other,1
2690,IT,2021-08-02,Basic,Tablet,34,M,0
2691,DE,2020-12-09,Premium,Smart TV,55,Other,1
2692,IT,2021-05-14,Standard,Desktop,68,Other,1
2693,JP,2018-04-10,Premium,Tablet,71,Other,0
2694,US,2021-11-22,Basic,Mobile,51,M,1
2695,FR,2022-06-14,Basic,Tablet,16,M,1
2696,ES,2022-09-14,Basic,Desktop,46,F,1
2697,AU,2022-06-16,Standard,Desktop,78,M,1
2698,ES,2019-12-10,Standard,Tablet,69,M,0
2699,FR,2019-12-08,Premium,Smart TV,66,M,1
2700,NL,2021-06-13,Standard,Tablet,67,Other,0
2701,IT,2021-12-05,Standard,Smart TV,22,Other,1
2702,FR,2019-11-13,Standard,Tablet,24,M,0
2703,IT,2021-05-12,Premium,Tablet,68,F,1
2704,KR,2022-02-22,Premium,Smart TV,80,F,1
2705,US,2022-02-20,Basic,Mobile,61,F,1
2706,KR,2022-01-19,Premium,Smart TV,47,M,1
2707,CA,2021-10-11,Standard,Tablet,56,Other,1
2708,UK,2018-10-12,Basic,Desktop,39,F,0
2709,FR,2019-06-17,Premium,Tablet,66,F,1
2710,AU,2021-08-06,Standard,Tablet,66,M,1
2711,AU,2020-07-02,Premium,Mobile,77,F,0
2712,KR,2018-06-18,Premium,Mobile,80,M,1
2713,CA,2020-07-23,Standard,Tablet,24,M,1
2714,KR,2021-03-18,Premium,Tablet,54,M,1
2715,DE,2022-06-14,Premium,Smart TV,59,M,1
2716,UK,2021-10-08,Standard,Tablet,38,Other,1
2717,KR,2022-04-05,Basic,Tablet,76,F,1
2718,CA,2020-06-20,Standard,Tablet,64,F,1
2719,US,2021-04-07,Standard,Mobile,62,F,0
2720,JP,2019-09-13,Standard,Smart TV,55,M,1
2721,NL,2022-04-18,Premium,Desktop,79,M,1
2722,NL,2019-11-20,Premium,Smart TV,34,Other,1
2723,JP,2018-01-06,Standard,Mobile,78,F,1
2724,FR,2021-11-22,Standard,Mobile,60,M,0
2725,JP,2020-01-08,Standard,Desktop,31,M,1
2726,US,2021-09-21,Basic,Mobile,58,Other,1
2727,CA,2019-06-01,Standard,Smart TV,52,Other,0
2728,FR,2019-06-23,Premium,Mobile,49,Other,1
2729,CA,2021-01-03,Basic,Smart TV,61,F,0
2730,AU,2020-08-17,Standard,Desktop,48,M,1
2731,ES,2019-04-03,Standard,Desktop,55,M,1
2732,AU,2020-03-16,Standard,Tablet,75,M,1
2733,KR,2021-06-22,Standard,Smart TV,46,M,1
2734,ES,2021-01-03,Standard,Tablet,18,Other,1
2735,JP,2022-03-16,Standard,Desktop,54,F,1
2736,AU,2020-01-12,Basic,Desktop,67,M,1
2737,AU,2018-11-15,Standard,Mobile,40,F,1
2738,FR,2018-12-10,Basic,Tablet,72,M,1
2739,US,2019-09-08,Standard,Mobile,48,F,0
2740,JP,2022-07-11,Standard,Mobile,48,Other,1
2741,KR,2020-10-06,Premium,Desktop,47,F,1
2742,AU,2018-09-12,Standard,Tablet,59,M,0
2743,FR,2020-11-27,Standard,Tablet,63,Other,1
2744,NL,2022-04-19,Basic,Mobile,75,M,1
2745,JP,2019-01-27,Standard,Mobile,18,M,0
2746,ES,2020-07-31,Premium,Mobile,21,M,1
2747,US,2020-06-16,Standard,Desktop,50,Other,1
2748,CA,2018-03-10,Premium,Desktop,38,Other,1
2749,ES,2019-10-03,Premium,Mobile,66,Other,1
2750,UK,2018-11-16,Premium,Tablet,46,Other,1
2751,JP,2021-01-30,Standard,Desktop,67,Other,1
2752,ES,2019-05-27,Basic,Desktop,78,M,1
2753,KR,2020-01-24,Standard,Desktop,21,F,0
2754,CA,2018-04-29,Basic,Smart TV,43,F,0
2755,UK,2022-05-15,Basic,Smart TV,60,M,1
2756,FR,2022-03-23,Premium,Mobile,25,F,1
2757,US,2019-01-24,Premium,Desktop,55,M,1
2758,KR,2020-10-05,Standard,Smart TV,71,F,0
2759,KR,2022-10-09,Basic,Tablet,77,Other,1
2760,JP,2022-04-30,Standard,Desktop,24,Other,0
2761,AU,2019-07-03,Basic,Smart TV,17,Other,1
2762,CA,2018-04-16,Premium,Smart TV,62,Other,0
2763,ES,2020-06-13,Premium,Smart TV,65,M,0
2764,IT,2020-11-17,Standard,Smart TV,69,M,1
2765,CA,2022-02-02,Premium,Tablet,24,M,1
2766,AU,2022-12-21,Premium,Desktop,70,Other,1
2767,UK,2018-08-01,Basic,Smart TV,41,M,1
2768,DE,2018-06-04,Premium,Smart TV,57,M,1
2769,NL,2022-07-07,Basic,Mobile,78,Other,1
2770,JP,2021-01-24,Basic,Tablet,55,F,0
2771,ES,2022-04-02,Standard,Tablet,50,F,1
2772,FR,2020-02-02,Basic,Tablet,56,F,1
2773,UK,2019-08-10,Basic,Mobile,59,M,1
2774,NL,2019-03-14,Standard,Smart TV,18,Other,0
2775,IT,2019-11-24,Basic,Smart TV,28,Other,1
2776,FR,2021-04-29,Standard,Desktop,54,M,1
2777,DE,2021-01-04,Standard,Mobile,49,F,1
2778,IT,2021-10-05,Basic,Mobile,25,F,0
2779,AU,2021-09-17,Basic,Smart TV,47,F,0
2780,US,2019-07-01,Basic,Mobile,39,F,1
2781,AU,2018-12-13,Basic,Desktop,17,M,1
2782,AU,2018-01-04,Standard,Desktop,53,F,1
2783,US,2020-09-15,Premium,Mobile,69,Other,1
2784,CA,2021-09-23,Standard,Mobile,46,F,1
2785,IT,2020-02-12,Premium,Tablet,16,F,1
2786,KR,2020-05-12,Standard,Mobile,69,M,1
2787,CA,2018-07-12,Basic,Mobile,52,Other,1
2788,AU,2020-12-08,Standard,Mobile,54,M,0
2789,NL,2020-10-23,Premium,Smart TV,21,M,0
2790,KR,2022-12-20,Basic,Desktop,54,Other,1
2791,NL,2019-11-04,Standard,Desktop,75,F,0
2792,JP,2018-08-12,Premium,Mobile,67,M,1
2793,KR,2019-10-24,Basic,Mobile,65,F,0
2794,JP,2022-06-19,Basic,Desktop,17,M,1
2795,IT,2019-09-04,Standard,Mobile,73,Other,1
2796,UK,2018-04-19,Premium,Mobile,63,Other,1
2797,UK,2021-03-21,Basic,Desktop,34,Other,0
2798,CA,2020-03-12,Basic,Desktop,51,M,1
2799,ES,2018-08-30,Basic,Mobile,47,Other,1
2800,IT,2020-03-26,Standard,Smart TV,67,M,1
2801,IT,2018-10-15,Basic,Desktop,19,Other,0
2802,AU,2021-12-20,Standard,Tablet,51,Other,1
2803,IT,2018-01-22,Premium,Smart TV,41,F,1
2804,FR,2021-01-21,Premium,Tablet,40,Other,1
2805,JP,2022-09-15,Premium,Mobile,16,F,1
2806,CA,2020-01-12,Basic,Tablet,26,F,0
2807,ES,2019-09-30,Standard,Desktop,43,Other,1
2808,ES,2021-12-16,Basic,Mobile,36,Other,1
2809,DE,2018-06-16,Basic,Mobile,35,Other,1
2810,FR,2019-05-16,Basic,Tablet,63,Other,1
2811,JP,2021-07-24,Premium,Desktop,17,M,0
2812,JP,2019-11-26,Standard,Mobile,79,F,1
2813,CA,2018-06-16,Premium,Mobile,40,M,0
2814,NL,2019-12-09,Premium,Desktop,23,Other,1
2815,UK,2019-09-14,Basic,Tablet,64,M,1
2816,UK,2019-11-07,Standard,Tablet,45,Other,1
2817,AU,2021-07-16,Premium,Tablet,42,M,1
2818,NL,2020-07-06,Premium,Tablet,30,Other,1
2819,NL,2020-07-17,Standard,Desktop,71,M,1
2820,NL,2018-01-20,Standard,Smart TV,55,F,1
2821,JP,2021-09-05,Premium,Desktop,45,M,0
2822,CA,2021-08-01,Basic,Mobile,45,M,0
2823,DE,2018-12-29,Premium,Desktop,73,F,1
2824,CA,2022-03-27,Standard,Tablet,30,M,1
2825,AU,2019-09-11,Standard,Mobile,54,Other,0
2826,CA,2022-11-24,Premium,Smart TV,30,Other,1
2827,ES,2018-07-09,Standard,Mobile,59,F,1
2828,CA,2018-11-29,Basic,Desktop,62,Other,1
2829,DE,2022-01-10,Standard,Desktop,31,M,1
2830,US,2018-08-09,Standard,Desktop,66,F,1
2831,CA,2022-12-10,Standard,Tablet,60,F,1
2832,CA,2019-12-01,Basic,Desktop,35,M,1
2833,KR,2020-03-04,Premium,Smart TV,53,Other,0
2834,DE,2019-11-23,Premium,Mobile,42,Other,1
2835,JP,2018-01-22,Premium,Tablet,64,Other,1
2836,ES,2022-10-24,Premium,Desktop,17,F,1
2837,JP,2020-02-16,Premium,Smart TV,68,M,1
2838,AU,2019-03-24,Basic,Desktop,76,M,1
2839,CA,2021-07-03,Standard,Desktop,72,Other,1
2840,CA,2020-02-07,Basic,Smart TV,68,M,1
2841,FR,2020-02-10,Standard,Desktop,39,Other,1
2842,CA,2022-07-13,Basic,Mobile,23,F,1
2843,FR,2022-04-05,Standard,Mobile,32,Other,1
2844,NL,2021-05-07,Basic,Smart TV,20,F,1
2845,KR,2021-01-10,Basic,Tablet,41,M,1
2846,FR,2019-04-20,Premium,Smart TV,22,M,1
2847,JP,2019-03-18,Premium,Smart TV,48,F,1
2848,US,2020-02-16,Standard,Mobile,64,Other,0
2849,FR,2019-06-14,Premium,Mobile,67,Other,1
2850,KR,2019-12-06,Basic,Smart TV,59,F,1
2851,NL,2021-01-06,Standard,Smart TV,55,M,0
2852,AU,2018-10-07,Standard,Smart TV,77,Other,1
2853,US,2022-09-06,Basic,Desktop,49,F,1
2854,AU,2020-12-23,Standard,Tablet,77,F,1
2855,UK,2019-05-18,Basic,Mobile,48,M,0
2856,ES,2020-01-12,Standard,Smart TV,16,F,1
2857,CA,2019-05-23,Standard,Tablet,32,F,1
2858,US,2019-11-14,Standard,Desktop,73,Other,1
2859,US,2020-03-23,Premium,Smart TV,21,M,1
2860,JP,2022-01-18,Basic,Smart TV,31,M,1
2861,UK,2022-12-24,Standard,Mobile,27,Other,1
2862,ES,2022-01-08,Premium,Desktop,69,M,1
2863,JP,2021-04-27,Premium,Smart TV,76,Other,1
2864,CA,2020-12-10,Basic,Desktop,41,Other,1
2865,DE,2018-06-06,Basic,Tablet,62,F,0
2866,JP,2018-12-22,Basic,Desktop,66,F,1
2867,UK,2019-09-08,Standard,Mobile,46,M,1
2868,IT,2022-04-06,Premium,Mobile,76,M,1
2869,ES,2018-02-09,Basic,Mobile,38,Other,0
2870,DE,2020-09-25,Standard,Mobile,35,M,1
2871,KR,2018-10-29,Basic,Mobile,26,Other,0
2872,CA,2022-12-23,Standard,Tablet,62,F,0
2873,NL,2018-05-17,Standard,Desktop,33,Other,1
2874,UK,2022-11-07,Basic,Tablet,67,F,1
2875,CA,2018-09-27,Standard,Mobile,28,F,1
2876,NL,2018-12-17,Premium,Desktop,48,F,0
2877,US,2018-12-16,Basic,Desktop,23,F,1
2878,ES,2020-12-30,Standard,Smart TV,41,M,0
2879,ES,2021-03-19,Premium,Desktop,34,M,1
2880,AU,2021-11-11,Basic,Desktop,17,F,1
2881,UK,2018-04-11,Standard,Tablet,73,Other,1
2882,FR,2018-11-11,Basic,Desktop,78,M,1
2883,KR,2019-07-03,Premium,Tablet,80,Other,0
2884,JP,2018-07-24,Premium,Desktop,16,M,1
2885,US,2020-01-18,Premium,Mobile,71,F,1
2886,CA,2021-06-01,Premium,Smart TV,19,Other,1
2887,ES,2018-09-22,Basic,Smart TV,21,M,1
2888,AU,2022-10-04,Basic,Tablet,32,M,0
2889,IT,2019-04-10,Premium,Desktop,16,F,1
2890,KR,2021-03-24,Basic,Desktop,59,Other,1
2891,JP,2018-11-27,Basic,Tablet,63,F,1
2892,UK,2022-07-19,Basic,Desktop,43,Other,0
2893,CA,2021-08-15,Basic,Tablet,37,M,0
2894,CA,2022-06-01,Standard,Desktop,54,Other,1
2895,UK,2022-10-26,Standard,Smart TV,54,Other,1
2896,CA,2022-07-19,Basic,Desktop,36,F,1
2897,ES,2018-09-24,Premium,Mobile,46,Other,0
2898,IT,2018-05-24,Standard,Desktop,73,M,1
2899,KR,2022-04-05,Standard,Desktop,77,M,1
2900,DE,2022-12-12,Standard,Smart TV,55,M,1
2901,ES,2021-07-13,Standard,Desktop,79,M,1
2902,NL,2021-05-21,Standard,Desktop,30,F,1
2903,DE,2020-04-11,Basic,Mobile,36,Other,1
2904,US,2021-03-16,Basic,Tablet,18,Other,1
2905,IT,2019-08-31,Standard,Desktop,69,M,0
2906,US,2021-07-07,Premium,Mobile,52,M,1
2907,UK,2021-05-16,Standard,Tablet,77,M,1
2908,NL,2020-09-05,Basic,Tablet,37,F,1
2909,IT,2020-02-22,Basic,Tablet,49,Other,1
2910,US,2018-11-11,Basic,Desktop,45,M,1
2911,UK,2021-05-04,Premium,Tablet,23,M,1
2912,ES,2021-10-22,Basic,Desktop,46,M,1
2913,UK,2021-12-26,Standard,Smart TV,39,F,1
2914,UK,2019-09-29,Standard,Desktop,58,F,0
2915,US,2021-03-16,Basic,Mobile,50,M,0
2916,FR,2021-06-04,Basic,Tablet,50,F,1
2917,DE,2022-06-29,Basic,Smart TV,47,Other,0
2918,ES,2022-04-10,Premium,Desktop,69,Other,1
2919,CA,2020-09-12,Basic,Tablet,47,Other,1
2920,IT,2018-02-10,Basic,Desktop,36,Other,1
2921,CA,2019-09-09,Premium,Smart TV,67,F,1
2922,US,2018-01-22,Premium,Smart TV,34,Other,1
2923,US,2021-02-26,Premium,Mobile,23,F,0
2924,CA,2019-09-08,Standard,Mobile,55,F,1
2925,CA,2018-10-26,Premium,Desktop,47,Other,1
2926,ES,2021-12-16,Standard,Tablet,22,Other,1
2927,IT,2019-08-05,Premium,Smart TV,31,F,1
2928,CA,2021-06-22,Premium,Smart TV,23,Other,1
2929,CA,2020-06-05,Standard,Tablet,44,Other,0
2930,DE,2019-02-07,Basic,Desktop,18,F,1
2931,FR,2019-10-17,Premium,Smart TV,60,M,0
2932,CA,2020-11-17,Premium,Smart TV,58,F,1
2933,FR,2019-02-10,Premium,Mobile,44,M,1
2934,CA,2018-02-10,Basic,Tablet,59,M,1
2935,KR,2021-07-12,Basic,Mobile,39,M,1
2936,DE,2020-05-16,Basic,Smart TV,35,F,0
2937,CA,2022-04-02,Standard,Mobile,63,M,1
2938,CA,2022-01-03,Basic,Mobile,46,M,0
2939,US,2019-12-12,Standard,Mobile,67,M,0
2940,FR,2018-09-15,Basic,Tablet,28,M,1
2941,UK,2020-09-25,Standard,Tablet,57,Other,1
2942,CA,2022-10-26,Basic,Tablet,22,F,1
2943,IT,2018-11-08,Premium,Tablet,59,F,1
2944,UK,2019-09-18,Basic,Smart TV,63,F,1
2945,UK,2022-10-19,Basic,Tablet,45,Other,1
2946,US,2022-06-29,Standard,Mobile,27,M,0
2947,ES,2022-08-12,Basic,Tablet,44,Other,1
2948,DE,2021-11-11,Premium,Tablet,24,Other,1
2949,CA,2021-12-31,Basic,Tablet,79,F,1
2950,CA,2020-01-04,Basic,Desktop,71,M,1
2951,AU,2018-12-22,Premium,Smart TV,51,F,1
2952,US,2019-05-19,Standard,Mobile,68,M,1
2953,UK,2022-09-28,Premium,Tablet,71,M,1
2954,IT,2019-10-10,Basic,Mobile,74,F,1
2955,ES,2018-05-30,Basic,Tablet,35,M,1
2956,JP,2019-10-06,Premium,Desktop,80,F,1
2957,KR,2021-09-29,Standard,Desktop,74,M,1
2958,FR,2019-09-19,Premium,Smart TV,70,M,1
2959,US,2020-10-31,Premium,Mobile,29,M,1
2960,DE,2018-06-11,Standard,Mobile,22,Other,1
2961,JP,2019-03-20,Basic,Desktop,80,Other,1
2962,AU,2018-07-21,Premium,Smart TV,20,F,1
2963,NL,2022-06-25,Premium,Mobile,65,M,1
2964,AU,2021-02-10,Basic,Desktop,76,Other,1
2965,ES,2021-01-02,Basic,Tablet,69,Other,1
2966,ES,2018-04-04,Premium,Mobile,64,F,1
2967,AU,2020-03-30,Premium,Smart TV,64,F,1
2968,AU,2018-12-27,Basic,Mobile,77,M,0
2969,CA,2022-01-03,Basic,Mobile,30,Other,1
2970,DE,2021-10-01,Standard,Smart TV,40,F,1
2971,ES,2019-03-08,Standard,Tablet,18,F,1
2972,FR,2020-11-22,Premium,Mobile,44,M,1
2973,NL,2022-04-24,Premium,Desktop,63,M,1
2974,DE,2021-08-06,Standard,Tablet,42,F,0
2975,UK,2020-08-03,Standard,Desktop,77,F,1
2976,US,2021-03-01,Standard,Desktop,69,F,1
2977,UK,2020-02-03,Premium,Tablet,78,M,1
2978,NL,2018-06-22,Standard,Tablet,71,M,0
2979,KR,2019-12-21,Premium,Tablet,67,M,1
2980,FR,2019-09-14,Basic,Mobile,72,M,1
2981,IT,2021-04-20,Basic,Mobile,33,F,1
2982,ES,2020-12-19,Standard,Tablet,43,M,1
2983,CA,2022-04-28,Premium,Desktop,77,M,1
2984,KR,2018-02-07,Basic,Mobile,64,F,1
2985,AU,2021-11-09,Standard,Mobile,36,F,1
2986,ES,2018-08-09,Standard,Desktop,35,M,1
2987,UK,2022-10-12,Basic,Tablet,23,M,0
2988,DE,2020-02-07,Standard,Tablet,19,Other,1
2989,ES,2018-04-29,Standard,Mobile,80,Other,1
2990,US,2022-01-14,Premium,Smart TV,79,F,1
2991,CA,2021-07-16,Basic,Desktop,33,F,1
2992,UK,2020-02-13,Standard,Smart TV,17,M,0
2993,DE,2022-06-23,Basic,Smart TV,23,M,0
2994,JP,2018-03-03,Basic,Tablet,44,F,1
2995,JP,2018-11-19,Standard,Smart TV,18,F,1
2996,DE,2021-11-17,Basic,Desktop,68,F,1
2997,NL,2019-07-10,Standard,Smart TV,79,Other,1
2998,ES,2019-02-03,Basic,Desktop,36,M,1
2999,IT,2019-11-21,Standard,Tablet,67,M,0
3000,IT,2018-01-09,Basic,Smart TV,20,M,0
3001,DE,2019-04-05,Basic,Tablet,64,Other,1
3002,CA,2020-08-16,Basic,Smart TV,62,M,1
3003,ES,2021-09-12,Premium,Mobile,49,M,1
3004,KR,2020-11-23,Basic,Mobile,59,M,1
3005,NL,2020-04-25,Standard,Mobile,30,M,1
3006,JP,2019-03-22,Basic,Desktop,53,F,1
3007,KR,2020-09-22,Premium,Mobile,64,M,1
3008,UK,2020-05-02,Standard,Smart TV,76,F,1
3009,ES,2021-06-06,Premium,Tablet,54,F,0
3010,US,2018-11-15,Basic,Smart TV,49,Other,0
3011,IT,2021-02-11,Standard,Desktop,40,Other,1
3012,FR,2018-05-25,Standard,Smart TV,75,M,1
3013,ES,2019-09-07,Basic,Smart TV,25,M,1
3014,US,2020-12-27,Premium,Smart TV,64,Other,1
3015,KR,2020-02-19,Premium,Mobile,49,M,1
3016,FR,2021-05-22,Premium,Desktop,16,F,0
3017,US,2018-06-24,Standard,Desktop,27,Other,1
3018,UK,2021-03-08,Basic,Smart TV,56,F,1
3019,KR,2021-09-09,Premium,Smart TV,54,Other,1
3020,NL,2020-09-22,Premium,Smart TV,53,M,1
3021,FR,2018-04-03,Standard,Mobile,51,M,1
3022,UK,2019-02-10,Premium,Mobile,30,Other,1
3023,UK,2021-07-21,Standard,Mobile,59,M,1
3024,FR,2021-11-29,Basic,Tablet,30,F,1
3025,JP,2022-11-25,Premium,Mobile,55,F,1
3026,US,2020-07-11,Premium,Tablet,69,M,1
3027,DE,2021-03-18,Basic,Desktop,74,M,0
3028,KR,2019-08-30,Premium,Desktop,43,M,0
3029,FR,2018-02-14,Basic,Tablet,61,F,1
3030,ES,2019-07-11,Standard,Smart TV,35,F,1
3031,KR,2019-11-03,Standard,Tablet,22,F,1
3032,DE,2022-01-26,Basic,Smart TV,43,F,1
3033,DE,2019-06-28,Premium,Desktop,16,Other,1
3034,FR,2019-04-16,Premium,Mobile,45,F,1
3035,JP,2022-03-12,Standard,Mobile,39,Other,1
3036,DE,2020-04-08,Basic,Mobile,65,M,1
3037,IT,2019-04-05,Standard,Desktop,60,M,0
3038,KR,2018-05-14,Premium,Mobile,60,F,0
3039,FR,2020-03-23,Basic,Mobile,26,M,1
3040,JP,2020-12-29,Standard,Tablet,53,F,1
3041,UK,2022-05-31,Basic,Tablet,44,F,0
3042,NL,2018-03-18,Standard,Mobile,23,F,0
3043,DE,2020-06-21,Premium,Desktop,75,Other,1
3044,AU,2019-09-08,Standard,Tablet,48,Other,1
3045,CA,2018-05-23,Basic,Smart TV,67,M,1
3046,US,2018-02-21,Standard,Desktop,16,M,1
3047,CA,2020-06-29,Basic,Desktop,56,Other,1
3048,JP,2019-09-27,Basic,Smart TV,20,F,1
3049,UK,2020-12-16,Basic,Mobile,72,M,1
3050,NL,2021-03-21,Basic,Mobile,51,Other,1
3051,IT,2018-02-18,Basic,Tablet,52,F,1
3052,ES,2018-06-26,Standard,Desktop,73,F,1
3053,FR,2019-04-11,Basic,Tablet,68,Other,0
3054,ES,2019-12-03,Basic,Smart TV,29,F,1
3055,KR,2022-05-09,Basic,Smart TV,45,F,1
3056,US,2019-05-15,Basic,Tablet,39,F,1
3057,NL,2021-07-07,Standard,Smart TV,65,Other,1
3058,JP,2018-08-17,Standard,Desktop,46,M,1
3059,FR,2020-07-19,Premium,Tablet,70,Other,0
3060,DE,2018-11-13,Premium,Desktop,35,M,1
