view_id,user_id,title_id,start_time,watch_duration_min,completed,rewatch_flag,device,country
29608,4563,661,2021-10-28 14:34:00,140,0,0,Desktop,US
29609,2613,441,2021-02-19 21:19:00,65,0,0,Tablet,ES
29610,3976,1808,2021-02-09 13:42:00,79,1,0,Desktop,DE
29611,4138,713,2020-02-17 13:25:00,125,1,1,Desktop,CA
29612,3450,729,2020-10-31 09:16:00,148,1,0,Mobile,IT
29613,2747,1013,2021-06-23 15:45:00,49,0,1,Mobile,US
29614,468,805,2022-09-12 08:46:00,166,0,0,Tablet,JP
29615,1979,383,2021-05-01 02:14:00,64,1,0,Tablet,CA
29616,3217,6,2022-01-30 01:46:00,67,1,0,Tablet,FR
29617,3358,1809,2023-07-30 01:49:00,59,1,0,Tablet,UK
29618,2008,429,2021-08-05 03:34:00,169,0,1,Desktop,US
29619,3232,64,2023-03-27 17:29:00,122,0,0,Smart TV,ES
29620,1864,991,2021-07-13 05:43:00,93,1,0,Tablet,JP
29621,943,1842,2023-01-22 18:35:00,97,1,0,Desktop,NL
29622,4316,478,2021-12-06 19:35:00,161,0,0,Mobile,DE
29623,4854,443,2021-08-22 16:46:00,39,0,0,Desktop,JP
29624,3877,15,2023-05-28 13:24:00,29,1,0,Mobile,ES
29625,3984,1169,2021-02-23 07:51:00,10,1,0,Mobile,AU
29626,3477,834,2022-04-20 11:13:00,35,0,0,Smart TV,AU
29627,4486,261,2021-08-19 12:06:00,31,1,0,Desktop,US
29628,52,643,2023-03-31 11:35:00,107,1,0,Mobile,CA
29629,4032,745,2021-06-05 01:55:00,156,1,0,Smart TV,KR
29630,3572,1673,2023-11-29 11:39:00,55,0,0,Tablet,NL
29631,1355,1355,2021-07-23 02:39:00,10,1,1,Smart TV,US
29632,4672,1163,2022-07-19 04:07:00,26,1,0,Tablet,AU
29633,3206,1601,2021-03-05 01:32:00,102,1,0,Smart TV,ES
29634,762,1793,2020-09-05 20:17:00,125,1,0,Tablet,UK
29635,2868,1489,2023-12-15 20:37:00,31,0,1,Tablet,IT
29636,74,793,2021-05-09 23:14:00,73,0,0,Smart TV,ES
29637,915,1001,2022-11-28 01:13:00,51,0,1,Desktop,NL
29638,1661,1965,2021-01-15 00:33:00,20,0,0,Tablet,IT
29639,4195,624,2021-10-18 18:50:00,58,0,0,Desktop,JP
29640,1072,1260,2022-07-12 15:31:00,69,1,0,Desktop,US
29641,3329,1100,2020-01-15 14:45:00,161,0,0,Tablet,IT
29642,4854,1577,2021-05-04 00:36:00,18,1,0,Desktop,JP
29643,433,1226,2022-04-24 10:13:00,133,1,0,Mobile,DE
29644,2824,718,2022-12-23 19:13:00,70,1,0,Mobile,CA
29645,4640,1468,2023-12-18 10:25:00,94,1,1,Tablet,IT
29646,2951,1901,2023-11-10 23:52:00,43,1,0,Smart TV,AU
29647,1246,1038,2023-05-05 15:46:00,164,0,0,Smart TV,US
29648,4259,1352,2020-03-05 06:05:00,108,0,1,Mobile,JP
29649,151,1282,2020-04-03 16:59:00,108,0,0,Desktop,CA
29650,911,900,2020-10-16 11:56:00,11,0,1,Tablet,DE
29651,91,653,2021-09-28 18:28:00,72,1,0,Tablet,UK
29652,1696,1322,2022-04-22 16:57:00,120,1,0,Mobile,NL
29653,3456,351,2020-01-23 13:00:00,46,1,1,Mobile,NL
29654,2141,1981,2022-03-30 01:49:00,153,1,0,Smart TV,IT
29655,2239,1848,2020-01-04 20:24:00,13,0,0,Mobile,CA
29656,1368,713,2023-07-06 16:10:00,69,1,0,Desktop,NL
29657,1346,136,2022-02-14 09:52:00,173,1,0,Desktop,JP
29658,4160,92,2022-04-21 10:45:00,27,1,1,Smart TV,US
29659,3584,912,2023-05-27 09:06:00,118,1,0,Smart TV,ES
29660,1643,502,2021-05-12 22:50:00,98,1,0,Smart TV,JP
29661,4083,576,2022-08-18 09:25:00,30,0,0,Desktop,CA
29662,4199,446,2022-08-30 20:44:00,88,0,0,Tablet,DE
29663,583,774,2023-05-11 19:42:00,158,1,0,Mobile,JP
29664,4546,1520,2021-02-19 21:07:00,178,1,1,Smart TV,DE
29665,51,1315,2020-05-02 08:20:00,147,1,0,Desktop,ES
29666,128,1175,2020-12-21 23:35:00,94,0,0,Tablet,ES
29667,2257,1769,2021-12-03 05:42:00,142,1,0,Tablet,JP
29668,2681,1128,2022-12-12 09:49:00,16,1,0,Mobile,KR
29669,1554,641,2022-12-29 17:44:00,91,1,0,Mobile,ES
29670,4879,919,2020-12-06 00:49:00,160,1,0,Smart TV,ES
29671,4046,1296,2022-06-23 22:23:00,97,0,0,Desktop,UK
29672,2070,1077,2022-02-15 13:46:00,14,1,0,Tablet,NL
29673,1183,1799,2021-04-06 19:03:00,141,1,0,Smart TV,DE
29674,1866,305,2023-08-26 18:57:00,179,1,0,Smart TV,NL
29675,4139,443,2020-10-16 17:22:00,73,0,0,Tablet,ES
29676,4562,568,2023-12-27 14:54:00,50,0,0,Mobile,JP
29677,1009,95,2023-07-17 23:19:00,128,0,0,Mobile,ES
29678,4218,1564,2022-02-05 13:16:00,72,1,1,Mobile,NL
29679,2564,1156,2020-12-13 05:09:00,55,1,0,Smart TV,CA
29680,4150,1068,2023-07-11 20:20:00,161,1,0,Tablet,NL
29681,3982,1385,2021-06-06 00:08:00,17,1,0,Smart TV,JP
29682,3200,1060,2022-09-10 02:11:00,126,0,0,Desktop,IT
29683,278,193,2023-08-29 15:37:00,143,1,0,Tablet,US
29684,2623,841,2023-06-27 07:31:00,112,0,0,Desktop,US
29685,1854,1585,2023-08-31 13:25:00,47,0,0,Desktop,DE
29686,3566,282,2020-11-06 17:14:00,48,1,0,Smart TV,US
29687,4589,1315,2022-12-18 00:58:00,35,0,1,Smart TV,IT
29688,300,876,2020-11-03 00:31:00,112,0,0,Desktop,IT
29689,2333,1725,2021-11-14 08:25:00,126,1,0,Mobile,DE
29690,3380,1872,2023-03-01 22:09:00,114,0,0,Tablet,AU
29691,2402,66,2022-05-31 08:08:00,46,1,0,Desktop,US
29692,3871,292,2022-02-17 04:53:00,97,1,0,Mobile,ES
29693,3193,1478,2020-05-30 18:15:00,149,0,1,Mobile,US
29694,4980,1554,2021-08-03 09:30:00,145,1,0,Smart TV,KR
29695,3315,1026,2022-05-09 13:52:00,154,1,1,Smart TV,FR
29696,4136,839,2020-02-17 19:59:00,169,1,1,Desktop,NL
29697,569,1792,2020-04-25 23:22:00,149,0,0,Smart TV,ES
29698,2883,1384,2020-06-27 01:55:00,49,0,0,Tablet,KR
29699,3088,1481,2023-04-13 22:06:00,124,1,0,Tablet,FR
29700,89,1469,2022-11-07 21:41:00,118,1,0,Smart TV,ES
29701,1959,544,2021-03-29 19:01:00,109,1,0,Smart TV,JP
29702,4209,1968,2023-10-30 15:35:00,37,0,0,Mobile,NL
29703,2491,1573,2023-09-02 08:08:00,115,1,0,Mobile,AU
29704,4360,1129,2022-07-25 03:56:00,38,1,0,Tablet,FR
29705,1971,64,2021-10-05 08:19:00,114,1,0,Tablet,DE
29706,1686,1984,2020-01-10 08:33:00,58,1,0,Smart TV,JP
29707,4326,390,2020-10-28 09:07:00,21,1,1,Mobile,ES
29708,3768,1648,2020-05-28 23:42:00,129,1,1,Tablet,CA
29709,2135,672,2020-11-07 00:32:00,120,1,0,Desktop,DE
29710,3609,487,2020-02-14 05:06:00,9,0,0,Desktop,ES
29711,4157,1474,2023-09-20 22:50:00,50,1,0,Smart TV,ES
29712,4753,1172,2020-08-29 00:08:00,45,0,1,Desktop,DE
29713,4897,1469,2020-10-30 17:00:00,53,1,0,Tablet,NL
29714,2519,1947,2023-07-29 01:27:00,62,1,0,Tablet,DE
29715,422,1996,2021-03-08 06:22:00,135,1,0,Tablet,AU
29716,4546,769,2022-02-06 08:11:00,178,1,0,Mobile,DE
29717,1956,1381,2020-03-08 14:19:00,116,1,0,Smart TV,IT
29718,1683,975,2020-01-11 19:02:00,139,1,0,Mobile,JP
29719,4218,107,2023-08-06 19:13:00,98,1,0,Mobile,NL
29720,3544,500,2023-08-20 06:02:00,149,0,0,Tablet,IT
29721,3914,425,2021-06-03 13:36:00,129,1,0,Mobile,UK
29722,1106,1081,2020-06-29 03:49:00,21,0,0,Tablet,AU
29723,2808,1766,2022-08-07 17:44:00,69,0,0,Tablet,ES
29724,4530,74,2023-01-29 15:27:00,120,0,1,Desktop,IT
29725,4806,1982,2020-12-23 17:08:00,35,1,1,Smart TV,AU
29726,2898,1338,2020-06-06 14:25:00,105,1,0,Mobile,IT
29727,3060,197,2023-05-28 18:32:00,45,1,1,Smart TV,DE
29728,206,1854,2020-09-11 10:46:00,84,0,0,Smart TV,DE
29729,4474,1849,2020-10-23 06:14:00,49,0,0,Desktop,UK
29730,1191,1970,2022-01-03 02:06:00,119,0,0,Smart TV,NL
29731,4131,1978,2020-01-27 19:41:00,45,0,0,Tablet,ES
29732,1526,641,2021-01-31 01:44:00,136,1,0,Tablet,JP
29733,3647,86,2023-08-17 16:05:00,81,0,0,Smart TV,ES
29734,2160,829,2020-10-03 15:25:00,11,0,0,Mobile,NL
29735,3907,1305,2021-03-13 00:09:00,33,1,0,Desktop,KR
29736,760,1356,2021-09-19 18:44:00,89,0,0,Tablet,KR
29737,4672,1774,2022-04-18 16:20:00,5,0,0,Desktop,AU
29738,3975,472,2023-10-18 21:46:00,91,0,0,Smart TV,KR
29739,2274,72,2022-03-14 01:56:00,110,1,1,Desktop,CA
29740,1316,452,2023-06-15 13:51:00,76,1,1,Mobile,FR
29741,1172,424,2021-06-14 05:06:00,158,0,0,Desktop,US
29742,4607,1236,2021-05-08 05:13:00,61,0,0,Desktop,DE
29743,2821,1545,2021-05-16 20:57:00,21,1,0,Smart TV,JP
29744,308,353,2023-08-02 20:21:00,114,0,1,Desktop,AU
29745,2290,420,2020-02-25 11:09:00,120,0,0,Desktop,AU
29746,1799,652,2021-07-10 21:15:00,138,1,0,Desktop,KR
29747,22,1667,2022-08-02 21:03:00,140,1,0,Desktop,ES
29748,1079,1138,2020-07-10 03:53:00,151,0,1,Tablet,NL
29749,4578,1866,2021-08-06 07:03:00,32,0,0,Mobile,JP
29750,2889,947,2022-04-05 04:00:00,58,0,0,Mobile,IT
29751,1180,1117,2021-01-11 16:36:00,99,0,0,Tablet,NL
29752,3914,668,2022-03-25 15:37:00,70,1,0,Tablet,UK
29753,4127,1171,2021-08-23 07:43:00,117,1,0,Smart TV,JP
29754,1619,1960,2022-07-02 22:23:00,95,1,0,Mobile,IT
29755,2834,1887,2022-09-25 02:17:00,149,0,0,Desktop,DE
29756,2287,1080,2021-03-11 08:19:00,65,1,0,Mobile,NL
29757,1744,1325,2023-02-08 00:49:00,157,0,0,Desktop,US
29758,3850,146,2020-07-20 05:09:00,83,1,1,Desktop,JP
29759,4496,1303,2022-08-25 01:21:00,139,0,0,Mobile,KR
29760,4501,1834,2021-10-09 17:27:00,41,0,1,Mobile,US
29761,2179,622,2023-06-23 22:02:00,117,1,0,Tablet,UK
29762,4061,954,2021-05-02 04:56:00,129,0,0,Smart TV,UK
29763,282,345,2020-02-10 14:51:00,27,1,0,Mobile,AU
29764,2317,1025,2020-06-23 09:09:00,44,1,0,Tablet,UK
29765,3024,1283,2023-06-03 13:30:00,108,0,0,Smart TV,FR
29766,1748,234,2023-08-14 03:34:00,123,1,0,Tablet,FR
29767,365,756,2021-09-23 03:08:00,35,1,0,Desktop,FR
29768,2258,1832,2020-12-03 11:54:00,21,0,1,Tablet,JP
29769,2437,1115,2022-04-01 15:02:00,41,1,0,Tablet,CA
29770,3343,840,2020-08-24 23:42:00,58,0,0,Tablet,KR
29771,3916,741,2021-01-20 04:41:00,119,0,0,Desktop,UK
29772,4553,1578,2022-08-03 09:31:00,106,1,0,Tablet,UK
29773,1542,1117,2020-05-03 08:34:00,132,0,0,Tablet,KR
29774,1240,1664,2021-04-10 07:12:00,96,1,0,Tablet,FR
29775,1074,195,2020-08-04 21:13:00,99,1,0,Smart TV,JP
29776,2111,440,2021-04-28 18:13:00,52,0,0,Desktop,JP
29777,3271,1216,2021-07-11 13:00:00,133,1,0,Desktop,KR
29778,338,1542,2022-04-14 07:43:00,143,1,0,Tablet,AU
29779,4040,268,2020-05-05 04:22:00,74,0,0,Tablet,IT
29780,2549,1872,2023-09-08 13:16:00,74,1,0,Tablet,AU
29781,4737,1343,2022-12-07 04:39:00,61,1,0,Smart TV,JP
29782,157,454,2021-12-04 14:52:00,13,0,0,Smart TV,UK
29783,2510,644,2020-02-09 08:43:00,165,1,0,Desktop,FR
29784,3153,471,2023-09-29 17:22:00,45,0,1,Smart TV,CA
29785,4892,1912,2020-08-23 08:27:00,30,0,0,Desktop,JP
29786,216,1333,2023-03-06 00:52:00,138,0,1,Tablet,KR
29787,4690,1322,2023-03-27 13:20:00,32,1,0,Desktop,AU
29788,2164,456,2020-03-28 00:57:00,72,0,0,Smart TV,FR
29789,4325,1908,2022-07-22 23:07:00,129,0,1,Smart TV,DE
29790,4349,727,2020-12-31 05:03:00,85,0,0,Mobile,IT
29791,1531,530,2021-07-02 12:30:00,66,1,0,Mobile,AU
29792,3831,382,2021-06-18 00:05:00,47,0,0,Desktop,ES
29793,1170,793,2022-06-02 06:30:00,12,1,0,Smart TV,NL
29794,1513,882,2021-11-15 02:21:00,118,0,0,Tablet,ES
29795,2083,761,2020-03-11 07:01:00,48,1,1,Desktop,KR
29796,1438,1410,2023-01-09 14:09:00,66,1,1,Tablet,DE
29797,259,716,2023-07-08 18:43:00,78,0,0,Smart TV,DE
29798,476,1763,2022-07-06 22:35:00,35,1,0,Tablet,ES
29799,3367,424,2022-07-04 14:11:00,156,1,1,Desktop,JP
29800,2649,602,2023-01-10 12:50:00,37,0,1,Tablet,ES
29801,539,1467,2022-11-20 09:03:00,116,1,0,Smart TV,FR
29802,3929,420,2021-04-11 19:53:00,82,1,0,Smart TV,DE
29803,3932,1275,2023-12-21 11:06:00,53,1,0,Smart TV,AU
29804,4348,1886,2023-01-20 09:57:00,74,1,0,Smart TV,NL
29805,3656,1176,2021-08-01 13:25:00,24,1,1,Mobile,AU
29806,598,954,2023-07-29 14:29:00,7,1,0,Mobile,UK
29807,2066,1012,2022-09-12 09:38:00,86,0,0,Tablet,KR
29808,3860,1311,2023-04-17 06:00:00,170,1,0,Desktop,IT
29809,1204,1217,2023-05-02 15:29:00,71,0,0,Desktop,AU
29810,2034,732,2023-05-28 05:05:00,136,0,0,Smart TV,US
29811,4746,1805,2022-09-26 19:33:00,82,0,0,Desktop,JP
29812,4832,1317,2021-01-26 08:18:00,170,1,0,Desktop,UK
29813,3373,691,2022-01-04 20:51:00,167,0,0,Mobile,KR
29814,3888,911,2022-04-19 07:04:00,135,0,0,Tablet,US
29815,983,321,2021-12-28 06:27:00,44,0,0,Desktop,JP
29816,3044,253,2022-03-07 05:42:00,151,0,0,Smart TV,AU
29817,1510,1231,2021-07-05 23:17:00,80,0,0,Mobile,JP
29818,3980,1550,2023-10-11 06:26:00,49,0,1,Tablet,NL
29819,1371,346,2023-04-16 00:28:00,133,1,1,Tablet,KR
29820,159,1710,2022-11-09 00:02:00,119,0,0,Tablet,IT
29821,3137,390,2023-05-19 01:47:00,70,0,0,Tablet,KR
29822,4563,436,2023-05-27 12:30:00,28,1,0,Mobile,US
29823,456,455,2021-01-09 03:25:00,38,1,1,Desktop,IT
29824,1963,515,2023-01-19 10:06:00,121,1,1,Desktop,ES
29825,4055,1930,2020-02-06 20:04:00,159,0,1,Smart TV,DE
29826,4878,1035,2020-03-30 17:52:00,129,1,0,Desktop,AU
29827,3580,1568,2022-09-25 13:37:00,55,0,0,Smart TV,ES
29828,2706,835,2020-08-01 02:41:00,122,1,0,Mobile,KR
29829,3436,539,2020-11-08 05:45:00,55,0,0,Smart TV,AU
29830,2502,427,2023-06-04 15:17:00,12,0,0,Mobile,UK
29831,3581,935,2023-01-28 15:18:00,72,1,0,Mobile,JP
29832,1162,329,2021-11-10 07:30:00,122,0,0,Desktop,JP
29833,1432,1969,2020-10-24 06:36:00,58,1,0,Desktop,US
29834,2030,1488,2020-03-18 08:01:00,150,1,0,Desktop,AU
29835,2772,1456,2020-01-18 07:46:00,160,0,0,Tablet,FR
29836,196,1148,2020-01-31 00:25:00,124,1,0,Desktop,AU
29837,3780,1341,2021-07-21 02:53:00,169,1,0,Tablet,DE
29838,2125,178,2023-02-15 20:11:00,96,1,0,Desktop,DE
29839,4356,671,2022-01-02 03:43:00,108,0,0,Smart TV,ES
29840,1414,1838,2023-04-24 06:44:00,124,1,1,Tablet,KR
29841,3062,1764,2022-08-12 21:43:00,160,0,0,Desktop,JP
29842,4048,1920,2020-04-28 14:26:00,121,0,0,Mobile,UK
29843,2512,1696,2023-01-26 01:09:00,156,0,0,Tablet,FR
29844,283,1658,2020-01-13 21:32:00,9,0,0,Tablet,NL
29845,2410,1510,2020-07-11 18:26:00,180,0,0,Smart TV,FR
29846,3165,1806,2020-09-07 06:14:00,86,1,1,Smart TV,CA
29847,2110,1562,2020-12-10 22:32:00,139,1,0,Tablet,ES
29848,2244,1178,2022-09-29 22:58:00,129,1,0,Mobile,UK
29849,4107,1879,2021-05-03 13:18:00,8,0,1,Tablet,NL
29850,3328,859,2023-12-08 17:44:00,129,1,1,Desktop,NL
29851,3909,829,2020-09-15 09:39:00,93,0,0,Mobile,IT
29852,4861,400,2020-02-17 22:35:00,94,0,0,Tablet,ES
29853,4965,1817,2021-08-05 11:18:00,59,1,0,Tablet,NL
29854,676,464,2022-12-10 19:04:00,147,0,0,Desktop,NL
29855,2276,1117,2020-08-21 21:03:00,123,0,0,Tablet,FR
29856,1628,1926,2023-11-10 20:49:00,164,1,1,Mobile,NL
29857,1297,212,2021-11-15 22:03:00,112,1,0,Tablet,NL
29858,1117,1541,2022-11-17 00:12:00,151,0,0,Tablet,JP
29859,3793,519,2021-02-04 11:02:00,57,0,0,Smart TV,ES
29860,4414,846,2021-04-24 00:09:00,164,1,0,Desktop,IT
29861,4984,336,2021-06-27 16:03:00,149,1,0,Mobile,FR
29862,2058,1138,2021-06-24 07:33:00,98,0,0,Tablet,IT
29863,3050,301,2021-08-17 07:02:00,102,1,0,Smart TV,NL
29864,4522,353,2021-07-27 12:06:00,104,1,0,Mobile,FR
29865,1053,458,2023-11-13 17:17:00,103,0,0,Mobile,IT
29866,1793,1648,2020-11-02 23:03:00,44,0,1,Smart TV,FR
29867,1357,1517,2022-02-07 00:54:00,47,1,1,Tablet,AU
29868,2095,255,2023-04-03 00:52:00,15,1,0,Tablet,IT
29869,974,245,2020-03-13 03:08:00,178,0,0,Desktop,JP
29870,3706,1833,2021-05-17 19:22:00,162,1,0,Desktop,DE
29871,1515,1131,2020-11-27 20:01:00,20,1,0,Desktop,KR
29872,3707,1792,2023-02-17 06:57:00,98,0,0,Desktop,IT
29873,611,984,2020-11-14 02:03:00,55,1,0,Desktop,KR
29874,3137,1611,2020-06-23 07:34:00,53,0,0,Mobile,KR
29875,117,1441,2020-03-24 22:10:00,35,1,0,Desktop,NL
29876,3907,46,2020-11-28 07:51:00,174,1,0,Mobile,KR
29877,3758,1659,2023-07-17 15:54:00,158,1,0,Smart TV,IT
29878,4682,1934,2021-01-17 04:59:00,51,1,0,Smart TV,CA
29879,4351,12,2022-03-28 13:28:00,135,1,1,Tablet,JP
29880,4919,762,2021-08-05 07:34:00,80,0,0,Smart TV,IT
29881,2504,1066,2020-09-22 17:25:00,111,1,0,Smart TV,ES
29882,16,594,2023-01-01 05:07:00,20,0,0,Tablet,NL
29883,580,1844,2021-03-06 22:59:00,123,0,0,Desktop,DE
29884,3580,705,2023-10-28 06:37:00,31,0,0,Tablet,ES
29885,1687,1812,2020-03-22 04:53:00,152,1,0,Desktop,KR
29886,3333,1244,2022-01-05 11:40:00,138,1,1,Desktop,IT
29887,1211,1916,2020-10-02 23:59:00,141,0,0,Smart TV,CA
29888,4790,757,2023-01-29 14:36:00,132,0,0,Smart TV,FR
29889,3256,79,2021-01-18 11:05:00,47,1,0,Mobile,AU
29890,2875,1764,2020-08-03 18:33:00,52,1,0,Smart TV,CA
29891,1169,603,2022-08-30 22:00:00,90,0,0,Mobile,UK
29892,2099,1031,2021-12-07 10:46:00,168,0,0,Smart TV,UK
29893,2801,889,2021-05-23 05:27:00,103,0,1,Mobile,IT
29894,2766,1174,2021-05-05 10:14:00,57,0,0,Smart TV,AU
29895,3042,1885,2021-01-04 18:34:00,143,0,1,Desktop,NL
29896,2735,1562,2020-12-16 23:29:00,35,1,0,Smart TV,JP
29897,3359,1084,2021-09-21 07:56:00,29,1,0,Mobile,ES
29898,555,290,2020-09-19 02:56:00,69,1,1,Smart TV,KR
29899,186,1549,2023-09-02 22:42:00,120,1,0,Mobile,JP
29900,2555,171,2020-07-24 00:40:00,48,0,0,Desktop,ES
29901,3557,661,2021-12-05 19:23:00,128,1,0,Smart TV,KR
29902,1401,895,2021-09-09 02:00:00,9,0,0,Desktop,UK
29903,4040,1099,2020-03-08 22:44:00,79,1,0,Smart TV,IT
29904,3791,1955,2023-06-30 13:27:00,27,0,0,Desktop,KR
29905,314,731,2021-10-05 07:27:00,127,1,0,Mobile,NL
29906,3452,799,2020-03-25 06:44:00,69,1,1,Mobile,NL
29907,4911,852,2020-11-21 09:21:00,176,0,0,Mobile,AU
29908,1345,963,2023-04-04 20:27:00,133,1,0,Desktop,FR
29909,1528,1141,2021-03-08 20:03:00,142,1,0,Desktop,UK
29910,4912,161,2022-03-14 01:53:00,48,0,1,Desktop,ES
29911,2930,1393,2022-12-31 14:49:00,79,0,0,Tablet,DE
29912,4515,1163,2023-08-19 13:30:00,89,0,0,Smart TV,CA
29913,419,1265,2022-04-30 03:15:00,60,0,0,Mobile,JP
29914,3324,1504,2023-12-21 00:59:00,153,1,0,Desktop,KR
29915,1826,69,2020-07-20 10:08:00,72,1,1,Tablet,KR
29916,4184,1778,2021-12-18 20:48:00,37,0,1,Desktop,IT
29917,77,1624,2021-08-20 08:49:00,137,0,1,Tablet,NL
29918,4741,689,2022-05-28 10:47:00,141,1,0,Tablet,IT
29919,896,1847,2021-11-11 01:10:00,22,0,0,Desktop,US
29920,4252,1125,2020-11-03 21:17:00,55,1,0,Desktop,CA
29921,584,973,2022-09-15 14:17:00,144,0,0,Mobile,KR
29922,4139,290,2020-09-02 12:49:00,35,1,0,Tablet,ES
29923,4736,368,2023-11-14 06:28:00,11,1,0,Tablet,CA
29924,1547,509,2021-01-18 17:40:00,86,1,0,Mobile,AU
29925,2776,1081,2023-03-01 18:10:00,113,1,0,Smart TV,FR
29926,4712,841,2021-10-30 09:00:00,154,0,0,Mobile,NL
29927,2943,1010,2022-07-31 00:25:00,125,0,0,Tablet,IT
29928,4680,666,2020-02-18 21:22:00,67,1,0,Mobile,FR
29929,536,759,2022-04-20 20:46:00,173,1,0,Tablet,JP
29930,3198,1425,2023-03-21 22:47:00,127,1,0,Smart TV,NL
29931,1445,122,2020-01-06 17:42:00,172,1,0,Tablet,AU
29932,784,1848,2021-03-25 12:46:00,141,1,0,Mobile,CA
29933,1588,210,2022-10-31 02:33:00,113,1,0,Tablet,CA
29934,2660,1775,2022-07-25 05:04:00,78,0,1,Tablet,JP
29935,2110,848,2021-12-14 03:45:00,63,1,0,Mobile,ES
29936,4057,841,2022-02-04 23:03:00,43,1,0,Tablet,JP
29937,3899,682,2022-01-06 20:23:00,98,1,0,Desktop,AU
29938,1540,741,2023-10-21 10:59:00,32,0,0,Smart TV,JP
29939,3943,297,2021-12-05 20:12:00,154,0,0,Smart TV,KR
29940,587,1762,2021-07-20 01:41:00,112,1,0,Mobile,UK
29941,2772,465,2023-01-30 09:23:00,83,1,0,Desktop,FR
29942,1590,1526,2021-12-08 21:06:00,126,0,0,Desktop,US
29943,275,1731,2021-12-18 15:54:00,17,1,1,Smart TV,US
29944,1182,496,2020-11-01 08:13:00,177,0,1,Tablet,KR
29945,2863,489,2020-05-31 08:11:00,22,0,0,Desktop,JP
29946,2151,1977,2023-09-26 16:14:00,23,0,0,Mobile,IT
29947,3680,190,2021-09-02 09:16:00,136,0,1,Tablet,AU
29948,1313,381,2021-12-02 21:38:00,20,1,1,Mobile,IT
29949,1405,1257,2020-10-19 14:46:00,55,0,1,Smart TV,KR
29950,3722,1832,2020-05-12 11:22:00,83,1,0,Tablet,DE
29951,3091,67,2022-04-12 10:49:00,82,1,0,Mobile,NL
29952,2169,1496,2023-01-30 20:25:00,173,0,0,Mobile,KR
29953,703,1253,2021-12-02 16:34:00,150,1,1,Mobile,ES
29954,3266,218,2021-04-04 10:20:00,98,1,0,Mobile,KR
29955,1473,1482,2022-05-28 01:13:00,46,0,0,Smart TV,KR
29956,3505,1827,2021-08-01 22:25:00,74,0,0,Mobile,KR
29957,431,605,2022-11-13 18:41:00,25,1,1,Tablet,JP
29958,4593,532,2022-05-23 12:52:00,140,0,1,Tablet,NL
29959,4884,1067,2023-12-12 03:19:00,152,1,0,Mobile,NL
29960,4175,1697,2020-10-04 18:22:00,96,1,0,Mobile,FR
29961,1465,1116,2023-10-17 13:41:00,24,1,0,Desktop,FR
29962,3234,909,2020-07-16 19:54:00,148,0,0,Tablet,IT
29963,2559,1532,2021-04-14 01:54:00,66,1,0,Mobile,UK
29964,4634,629,2020-05-06 08:19:00,149,1,1,Mobile,NL
29965,2573,384,2023-10-26 12:24:00,177,1,0,Tablet,UK
29966,4046,168,2022-12-31 13:18:00,6,1,0,Desktop,UK
29967,2483,1956,2023-04-01 21:00:00,157,0,0,Tablet,DE
29968,1839,726,2021-04-04 03:15:00,176,1,0,Mobile,NL
29969,3384,1768,2023-08-31 01:35:00,55,1,0,Smart TV,NL
29970,2364,1983,2022-12-13 09:36:00,112,1,0,Tablet,IT
29971,2453,1152,2023-09-22 02:30:00,128,1,0,Smart TV,UK
29972,2487,1519,2021-07-04 13:28:00,138,0,0,Tablet,KR
29973,2081,712,2020-06-02 08:20:00,48,1,0,Mobile,JP
29974,2420,69,2020-05-15 00:34:00,83,1,0,Mobile,KR
29975,3316,1857,2021-03-28 19:31:00,180,0,0,Tablet,UK
29976,2769,1566,2020-03-23 16:00:00,131,0,0,Desktop,NL
29977,635,59,2023-11-29 09:43:00,5,1,0,Smart TV,CA
29978,730,1858,2023-07-16 03:20:00,31,1,1,Mobile,CA
29979,261,630,2020-10-04 22:03:00,178,0,0,Mobile,AU
29980,1184,1358,2023-08-20 01:29:00,136,1,0,Smart TV,KR
29981,1465,121,2022-10-22 13:26:00,32,1,0,Desktop,FR
29982,2969,1884,2023-11-10 10:37:00,162,1,0,Tablet,CA
29983,1815,202,2023-10-28 16:49:00,129,0,1,Mobile,DE
29984,1636,1939,2023-11-05 06:19:00,53,0,0,Desktop,IT
29985,2931,1139,2023-06-09 14:40:00,149,0,0,Smart TV,FR
29986,4539,218,2020-04-18 02:15:00,52,1,0,Smart TV,DE
29987,3607,1080,2020-02-06 19:03:00,102,0,0,Smart TV,AU
29988,3086,1219,2023-04-26 03:53:00,14,1,0,Mobile,NL
29989,2689,6,2022-11-11 08:50:00,81,0,0,Desktop,US
29990,656,146,2023-11-05 15:16:00,50,0,0,Mobile,US
29991,3851,205,2022-04-17 12:52:00,94,1,0,Mobile,IT
29992,2399,1334,2022-05-07 04:04:00,144,0,0,Desktop,JP
29993,1835,758,2021-06-21 03:03:00,163,0,0,Smart TV,AU
29994,1062,361,2022-09-10 20:21:00,171,1,0,Mobile,ES
29995,1160,67,2021-07-09 07:05:00,13,0,0,Desktop,IT
29996,3098,835,2022-09-09 19:09:00,57,0,1,Tablet,IT
29997,3211,1322,2021-05-28 19:26:00,127,0,0,Desktop,CA
29998,2075,1683,2021-06-04 14:13:00,22,0,0,Mobile,ES
29999,4280,107,2021-02-19 06:25:00,88,0,0,Desktop,UK
